text,register
αὐτὰρ ἐπὴν εὐχῇσι λίσῃ κλυτὰ ἔθνεα νεκρῶν ἔνθ’ ὄιν ἀρνειὸν ῥέζειν θῆλύν τε μέλαιναν εἰς Ἔρεβος στρέψας αὐτὸς δ’ ἀπονόσφι τραπέσθαι ἱέμενος ποταμοῖο ῥοάων,speech
ἔνθα δὲ πολλαὶ ψυχαὶ ἐλεύσονται νεκύων κατατεθνηώτων,speech
δὴ τότ’ ἔπειθ’ ἑτάροισιν ἐποτρῦναι καὶ ἀνῶξαι μῆλα τὰ δὴ κατάκειτ’ ἐσφαγμένα νηλέι χαλκῷ δείραντας κατακῆαι ἐπεύξασθαι δὲ θεοῖσιν ἰφθίμῳ τ’ Ἀίδῃ καὶ ἐπαινῇ Περσεφονείῃ,speech
αὐτὸς δὲ ξίφος ὀξὺ ἐρυσσάμενος παρὰ μηροῦ ἧσθαι μηδὲ ἐᾶν νεκύων ἀμενηνὰ κάρηνα αἵματος ἆσσον ἴμεν πρὶν Τειρεσίαο πυθέσθαι,speech
ἔνθα τοι αὐτίκα μάντις ἐλεύσεται ὄρχαμε λαῶν ὅς κέν τοι εἴπῃσιν ὁδὸν καὶ μέτρα κελεύθου νόστον θ’ ὡς ἐπὶ πόντον ἐλεύσεαι ἰχθυόεντα,speech
ὣς ἔφατ’ αὐτίκα δὲ χρυσόθρονος ἤλυθεν Ἠώς,speech
ἀμφὶ δέ με χλαῖνάν τε χιτῶνά τε εἵματα ἕσσεν,speech
αὐτὴ δ’ ἀργύφεον φᾶρος μέγα ἕννυτο νύμφη λεπτὸν καὶ χαρίεν περὶ δὲ ζώνην βάλετ’ ἰξυῖ καλὴν χρυσείην κεφαλῇ δ’ ἐπέθηκε καλύπτρην,speech
αὐτὰρ ἐγὼ διὰ δώματ’ ἰὼν ὤτρυνον ἑταίρους μειλιχίοις ἐπέεσσι παρασταδὸν ἄνδρα ἕκαστον,speech
μηκέτι νῦν εὕδοντες ἀωτεῖτε γλυκὺν ὕπνον ἀλλ’ ἴομεν,speech
δὴ γάρ μοι ἐπέφραδε πότνια Κίρκη,speech
ὣς ἐφάμην τοῖσιν δ’ ἐπεπείθετο θυμὸς ἀγήνωρ,speech
οὐδὲ μὲν οὐδ’ ἔνθεν περ ἀπήμονας ἦγον ἑταίρους,speech
Ἐλπήνωρ δέ τις ἔσκε νεώτατος οὔτε τι λίην ἄλκιμος ἐν πολέμῳ οὔτε φρεσὶν ᾗσιν ἀρηρώς,speech
ὅς μοι ἄνευθ’ ἑτάρων ἱεροῖς ἐν δώμασι Κίρκης ψύχεος ἱμείρων κατελέξατο οἰνοβαρείων,speech
κινυμένων δ’ ἑτάρων ὅμαδον καὶ δοῦπον ἀκούσας ἐξαπίνης ἀνόρουσε καὶ ἐκλάθετο φρεσὶν ᾗσιν ἄψορρον καταβῆναι ἰὼν ἐς κλίμακα μακρήν ἀλλὰ καταντικρὺ τέγεος πέσεν,speech
ἐκ δέ οἱ αὐχὴν ἀστραγάλων ἐάγη ψυχὴ δ’ Ἄϊδόσδε κατῆλθεν,speech
ἐρχομένοισι δὲ τοῖσιν ἐγὼ μετὰ μῦθον ἔειπον,speech
φάσθε νύ που οἶκόνδε φίλην ἐς πατρίδα γαῖαν ἔρχεσθ’,speech
ἄλλην δ’ ἧμιν ὁδὸν τεκμήρατο Κίρκη εἰς Ἀίδαο δόμους καὶ ἐπαινῆς Περσεφονείης ψυχῇ χρησομένους Θηβαίου Τειρεσίαο,speech
ὣς ἐφάμην τοῖσιν δὲ κατεκλάσθη φίλον ἦτορ ἑζόμενοι δὲ κατ’ αὖθι γόων τίλλοντό τε χαίτας,speech
ἀλλ’ οὐ γάρ τις πρῆξις ἐγίγνετο μυρομένοισιν,speech
ἀλλ’ ὅτε δή ῥ’ ἐπὶ νῆα θοὴν καὶ θῖνα θαλάσσης ᾔομεν ἀχνύμενοι θαλερὸν κατὰ δάκρυ χέοντες τόφρα δ’ ἄρ’ οἰχομένη Κίρκη παρὰ νηὶ μελαίνῃ ἀρνειὸν κατέδησεν ὄιν θῆλύν τε μέλαιναν ῥεῖα παρεξελθοῦσα,speech
τίς ἂν θεὸν οὐκ ἐθέλοντα ὀφθαλμοῖσιν ἴδοιτ’ ἢ ἔνθ’ ἢ ἔνθα κιόντα,speech
αὐτὰρ ἐπεί ῥ’ ἐπὶ νῆα κατήλθομεν ἠδὲ θάλασσαν νῆα μὲν ἂρ πάμπρωτον ἐρύσσαμεν εἰς ἅλα δῖαν ἐν δ’ ἱστὸν τιθέμεσθα καὶ ἱστία νηὶ μελαίνῃ ἐν δὲ τὰ μῆλα λαβόντες ἐβήσαμεν ἂν δὲ καὶ αὐτοὶ βαίνομεν ἀχνύμενοι θαλερὸν κατὰ δάκρυ χέοντες,speech
ἡμῖν δ’ αὖ κατόπισθε νεὸς κυανοπρῴροιο ἴκμενον οὖρον ἵει πλησίστιον ἐσθλὸν ἑταῖρον Κίρκη εὐπλόκαμος δεινὴ θεὸς αὐδήεσσα,speech
ἡμεῖς δ’ ὅπλα ἕκαστα πονησάμενοι κατὰ νῆα ἥμεθα,speech
τὴν δ’ ἄνεμός τε κυβερνήτης τ’ ἴθυνε,speech
τῆς δὲ πανημερίης τέταθ’ ἱστία ποντοπορούσης,speech
δύσετό τ’ ἠέλιος σκιόωντό τε πᾶσαι ἀγυιαί,speech
ἡ δ’ ἐς πείραθ’ ἵκανε βαθυρρόου Ὠκεανοῖο,speech
ἔνθα δὲ Κιμμερίων ἀνδρῶν δῆμός τε πόλις τε ἠέρι καὶ νεφέλῃ κεκαλυμμένοι,speech
οὐδέ ποτ’ αὐτοὺς ἠέλιος φαέθων καταδέρκεται ἀκτίνεσσιν οὔθ’ ὁπότ’ ἂν στείχῃσι πρὸς οὐρανὸν ἀστερόεντα οὔθ’ ὅτ’ ἂν ἂψ ἐπὶ γαῖαν ἀπ’ οὐρανόθεν προτράπηται ἀλλ’ ἐπὶ νὺξ ὀλοὴ τέταται δειλοῖσι βροτοῖσι,speech
νῆα μὲν ἔνθ’ ἐλθόντες ἐκέλσαμεν ἐκ δὲ τὰ μῆλα εἱλόμεθ’,speech
αὐτοὶ δ’ αὖτε παρὰ ῥόον Ὠκεανοῖο ᾔομεν ὄφρ’ ἐς χῶρον ἀφικόμεθ’ ὃν φράσε Κίρκη,speech
ἔνθ’ ἱερήια μὲν Περιμήδης Εὐρύλοχός τε ἔσχον,speech
ἐγὼ δ’ ἄορ ὀξὺ ἐρυσσάμενος παρὰ μηροῦ βόθρον ὄρυξ’ ὅσσον τε πυγούσιον ἔνθα καὶ ἔνθα ἀμφ’ αὐτῷ δὲ χοὴν χεόμην πᾶσιν νεκύεσσι πρῶτα μελικρήτῳ μετέπειτα δὲ ἡδέι οἴνῳ τὸ τρίτον αὖθ’ ὕδατι,speech
ἐπὶ δ’ ἄλφιτα λευκὰ πάλυνον,speech
πολλὰ δὲ γουνούμην νεκύων ἀμενηνὰ κάρηνα ἐλθὼν εἰς Ἰθάκην στεῖραν βοῦν ἥ τις ἀρίστη ῥέξειν ἐν μεγάροισι πυρήν τ’ ἐμπλησέμεν ἐσθλῶν Τειρεσίῃ δ’ ἀπάνευθεν ὄιν ἱερευσέμεν οἴῳ παμμέλαν’ ὃς μήλοισι μεταπρέπει ἡμετέροισι,speech
τοὺς δ’ ἐπεὶ εὐχωλῇσι λιτῇσί τε ἔθνεα νεκρῶν ἐλλισάμην τὰ δὲ μῆλα λαβὼν ἀπεδειροτόμησα ἐς βόθρον ῥέε δ’ αἷμα κελαινεφές,speech
αἱ δ’ ἀγέροντο ψυχαὶ ὑπὲξ Ἐρέβευς νεκύων κατατεθνηώτων,speech
νύμφαι τ’ ἠίθεοί τε πολύτλητοί τε γέροντες παρθενικαί τ’ ἀταλαὶ νεοπενθέα θυμὸν ἔχουσαι πολλοὶ δ’ οὐτάμενοι χαλκήρεσιν ἐγχείῃσιν ἄνδρες ἀρηίφατοι βεβροτωμένα τεύχε’ ἔχοντες,speech
οἳ πολλοὶ περὶ βόθρον ἐφοίτων ἄλλοθεν ἄλλος θεσπεσίῃ ἰαχῇ,speech
ἐμὲ δὲ χλωρὸν δέος ᾕρει,speech
δὴ τότ’ ἔπειθ’ ἑτάροισιν ἐποτρύνας ἐκέλευσα μῆλα τὰ δὴ κατέκειτ’ ἐσφαγμένα νηλέι χαλκῷ δείραντας κατακῆαι ἐπεύξασθαι δὲ θεοῖσιν ἰφθίμῳ τ’ Ἀΐδῃ καὶ ἐπαινῇ Περσεφονείῃ,speech
αὐτὸς δὲ ξίφος ὀξὺ ἐρυσσάμενος παρὰ μηροῦ ἥμην οὐδ’ εἴων νεκύων ἀμενηνὰ κάρηνα αἵματος ἆσσον ἴμεν πρὶν Τειρεσίαο πυθέσθαι,speech
πρώτη δὲ ψυχὴ Ἐλπήνορος ἦλθεν ἑταίρου,speech
οὐ γάρ πω ἐτέθαπτο ὑπὸ χθονὸς εὐρυοδείης,speech
σῶμα γὰρ ἐν Κίρκης μεγάρῳ κατελείπομεν ἡμεῖς ἄκλαυτον καὶ ἄθαπτον ἐπεὶ πόνος ἄλλος ἔπειγε,speech
τὸν μὲν ἐγὼ δάκρυσα ἰδὼν ἐλέησά τε θυμῷ καί μιν φωνήσας ἔπεα πτερόεντα προσηύδων,speech
Ἐλπῆνορ πῶς ἦλθες ὑπὸ ζόφον ἠερόεντα,speech
ἔφθης πεζὸς ἰὼν ἢ ἐγὼ σὺν νηὶ μελαίνῃ,speech
ὣς ἐφάμην ὁ δέ μ’ οἰμώξας ἠμείβετο μύθῳ,speech
διογενὲς Λαερτιάδη πολυμήχαν’ Ὀδυσσεῦ ἆσέ με δαίμονος αἶσα κακὴ καὶ ἀθέσφατος οἶνος,speech
Κίρκης δ’ ἐν μεγάρῳ καταλέγμενος οὐκ ἐνόησα ἄψορρον καταβῆναι ἰὼν ἐς κλίμακα μακρήν ἀλλὰ καταντικρὺ τέγεος πέσον,speech
ἐκ δέ μοι αὐχὴν ἀστραγάλων ἐάγη ψυχὴ δ’ Ἄϊδόσδε κατῆλθε,speech
νῦν δέ σε τῶν ὄπιθεν γουνάζομαι οὐ παρεόντων πρός τ’ ἀλόχου καὶ πατρός ὅ σ’ ἔτρεφε τυτθὸν ἐόντα Τηλεμάχου θ’ ὃν μοῦνον ἐνὶ μεγάροισιν ἔλειπες,speech
οἶδα γὰρ ὡς ἐνθένδε κιὼν δόμου ἐξ Ἀίδαο νῆσον ἐς Αἰαίην σχήσεις ἐυεργέα νῆα,speech
ἔνθα σ’ ἔπειτα ἄναξ κέλομαι μνήσασθαι ἐμεῖο,speech
μή μ’ ἄκλαυτον ἄθαπτον ἰὼν ὄπιθεν καταλείπειν νοσφισθείς μή τοί τι θεῶν μήνιμα γένωμαι ἀλλά με κακκῆαι σὺν τεύχεσιν ἅσσα μοι ἔστιν σῆμά τέ μοι χεῦαι πολιῆς ἐπὶ θινὶ θαλάσσης ἀνδρὸς δυστήνοιο καὶ ἐσσομένοισι πυθέσθαι,speech
ταῦτά τέ μοι τελέσαι πῆξαί τ’ ἐπὶ τύμβῳ ἐρετμόν τῷ καὶ ζωὸς ἔρεσσον ἐὼν μετ’ ἐμοῖς ἑτάροισιν,speech
ὣς ἔφατ’ αὐτὰρ ἐγώ μιν ἀμειβόμενος προσέειπον,speech
ταῦτά τοι ὦ δύστηνε τελευτήσω τε καὶ ἔρξω,speech
νῶι μὲν ὣς ἐπέεσσιν ἀμειβομένω στυγεροῖσιν ἥμεθ’ ἐγὼ μὲν ἄνευθεν ἐφ’ αἵματι φάσγανον ἴσχων εἴδωλον δ’ ἑτέρωθεν ἑταίρου πόλλ’ ἀγόρευεν,speech
ἦλθε δ’ ἐπὶ ψυχὴ μητρὸς κατατεθνηυίης Αὐτολύκου θυγάτηρ μεγαλήτορος Ἀντίκλεια τὴν ζωὴν κατέλειπον ἰὼν εἰς Ἴλιον ἱρήν,speech
τὴν μὲν ἐγὼ δάκρυσα ἰδὼν ἐλέησά τε θυμῷ,speech
ἀλλ’ οὐδ’ ὣς εἴων προτέρην πυκινόν περ ἀχεύων αἵματος ἆσσον ἴμεν πρὶν Τειρεσίαο πυθέσθαι,speech
ἦλθε δ’ ἐπὶ ψυχὴ Θηβαίου Τειρεσίαο χρύσεον σκῆπτρον ἔχων ἐμὲ δ’ ἔγνω καὶ προσέειπεν,speech
διογενὲς Λαερτιάδη πολυμήχαν’ Ὀδυσσεῦ τίπτ’ αὖτ’ ὦ δύστηνε λιπὼν φάος ἠελίοιο ἤλυθες ὄφρα ἴδῃ νέκυας καὶ ἀτερπέα χῶρον,speech
ἀλλ’ ἀποχάζεο βόθρου ἄπισχε δὲ φάσγανον ὀξύ αἵματος ὄφρα πίω καί τοι νημερτέα εἴπω,speech
ὣς φάτ’ ἐγὼ δ’ ἀναχασσάμενος ξίφος ἀργυρόηλον κουλεῷ ἐγκατέπηξ’,speech
ὁ δ’ ἐπεὶ πίεν αἷμα κελαινόν καὶ τότε δή μ’ ἐπέεσσι προσηύδα μάντις ἀμύμων,speech
νόστον δίζηαι μελιηδέα φαίδιμ’ Ὀδυσσεῦ,speech
τὸν δέ τοι ἀργαλέον θήσει θεός,speech
οὐ γὰρ ὀίω λήσειν ἐννοσίγαιον ὅ τοι κότον ἔνθετο θυμῷ χωόμενος ὅτι οἱ υἱὸν φίλον ἐξαλάωσας,speech
ἀλλ’ ἔτι μέν κε καὶ ὣς κακά περ πάσχοντες ἵκοισθε αἴ κ’ ἐθέλῃς σὸν θυμὸν ἐρυκακέειν καὶ ἑταίρων ὁππότε κε πρῶτον πελάσῃς ἐυεργέα νῆα Θρινακίῃ νήσῳ προφυγὼν ἰοειδέα πόντον βοσκομένας δ’ εὕρητε βόας καὶ ἴφια μῆλα Ἠελίου ὃς πάντ’ ἐφορᾷ καὶ πάντ’ ἐπακούει,speech
τὰς εἰ μέν κ’ ἀσινέας ἐάᾳς νόστου τε μέδηαι καί κεν ἔτ’ εἰς Ἰθάκην κακά περ πάσχοντες ἵκοισθε,speech
εἰ δέ κε σίνηαι τότε τοι τεκμαίρομ’ ὄλεθρον νηί τε καὶ ἑτάροις,speech
αὐτὸς δ’ εἴ πέρ κεν ἀλύξῃς ὀψὲ κακῶς νεῖαι ὀλέσας ἄπο πάντας ἑταίρους νηὸς ἐπ’ ἀλλοτρίης,speech
δήεις δ’ ἐν πήματα οἴκῳ ἄνδρας ὑπερφιάλους οἵ τοι βίοτον κατέδουσι μνώμενοι ἀντιθέην ἄλοχον καὶ ἕδνα διδόντες,speech
ἀλλ’ ἦ τοι κείνων γε βίας ἀποτίσεαι ἐλθών,speech
αὐτὰρ ἐπὴν μνηστῆρας ἐνὶ μεγάροισι τεοῖσι κτείνῃς ἠὲ δόλῳ ἢ ἀμφαδὸν ὀξέι χαλκῷ ἔρχεσθαι δὴ ἔπειτα λαβὼν ἐυῆρες ἐρετμόν εἰς ὅ κε τοὺς ἀφίκηαι οἳ οὐκ ἴσασι θάλασσαν ἀνέρες οὐδέ θ’ ἅλεσσι μεμιγμένον εἶδαρ ἔδουσιν,speech
οὐδ’ ἄρα τοί γ’ ἴσασι νέας φοινικοπαρῄους οὐδ’ ἐυήρε’ ἐρετμά τά τε πτερὰ νηυσὶ πέλονται,speech
σῆμα δέ τοι ἐρέω μάλ’ ἀριφραδές οὐδέ σε λήσει,speech
ὁππότε κεν δή τοι συμβλήμενος ἄλλος ὁδίτης φήῃ ἀθηρηλοιγὸν ἔχειν ἀνὰ φαιδίμῳ ὤμῳ καὶ τότε δὴ γαίῃ πήξας ἐυῆρες ἐρετμόν ῥέξας ἱερὰ καλὰ Ποσειδάωνι ἄνακτι ἀρνειὸν ταῦρόν τε συῶν τ’ ἐπιβήτορα κάπρον οἴκαδ’ ἀποστείχειν ἔρδειν θ’ ἱερᾶς ἑκατόμβας ἀθανάτοισι θεοῖσι τοὶ οὐρανὸν εὐρὺν ἔχουσι πᾶσι μάλ’ ἑξείης,speech
θάνατος δέ τοι ἐξ ἁλὸς αὐτῷ ἀβληχρὸς μάλα τοῖος ἐλεύσεται ὅς κέ σε πέφνῃ γήραι ὕπο λιπαρῷ ἀρημένον,speech
ἀμφὶ δὲ λαοὶ ὄλβιοι ἔσσονται,speech
τὰ δέ τοι νημερτέα εἴρω,speech
ὣς ἔφατ’ αὐτὰρ ἐγώ μιν ἀμειβόμενος προσέειπον,speech
Τειρεσίη τὰ μὲν ἄρ που ἐπέκλωσαν θεοὶ αὐτοί,speech
ἀλλ’ ἄγε μοι τόδε εἰπὲ καὶ ἀτρεκέως κατάλεξον,speech
μητρὸς τήνδ’ ὁρόω ψυχὴν κατατεθνηυίης,speech
ἡ δ’ ἀκέουσ’ ἧσται σχεδὸν αἵματος οὐδ’ ἑὸν υἱὸν ἔτλη ἐσάντα ἰδεῖν οὐδὲ προτιμυθήσασθαι,speech
εἰπέ ἄναξ πῶς κέν με ἀναγνοίη τὸν ἐόντα,speech
ὣς ἐφάμην ὁ δέ μ’ αὐτίκ’ ἀμειβόμενος προσέειπεν,speech
ῥηΐδιόν τοι ἔπος ἐρέω καὶ ἐπὶ φρεσὶ θήσω,speech
ὅν τινα μέν κεν ἐᾷς νεκύων κατατεθνηώτων αἵματος ἆσσον ἴμεν ὁ δέ τοι νημερτὲς ἐνίψει,speech
ᾧ δέ κ’ ἐπιφθονέῃς ὁ δέ τοι πάλιν εἶσιν ὀπίσσω,speech
ὣς φαμένη ψυχὴ μὲν ἔβη δόμον Ἄϊδος εἴσω Τειρεσίαο ἄνακτος ἐπεὶ κατὰ θέσφατ’ ἔλεξεν,speech
αὐτὰρ ἐγὼν αὐτοῦ μένον ἔμπεδον ὄφρ’ ἐπὶ μήτηρ ἤλυθε καὶ πίεν αἷμα κελαινεφές,speech
αὐτίκα δ’ ἔγνω καί μ’ ὀλοφυρομένη ἔπεα πτερόεντα προσηύδα,speech
τέκνον ἐμόν πῶς ἦλθες ὑπὸ ζόφον ἠερόεντα ζωὸς ἐών,speech
χαλεπὸν δὲ τάδε ζωοῖσιν ὁρᾶσθαι,speech
μέσσῳ γὰρ μεγάλοι ποταμοὶ καὶ δεινὰ ῥέεθρα Ὠκεανὸς μὲν πρῶτα τὸν οὔ πως ἔστι περῆσαι πεζὸν ἐόντ’ ἢν μή τις ἔχῃ ἐυεργέα νῆα,speech
ἦ νῦν δὴ Τροίηθεν ἀλώμενος ἐνθάδ’ ἱκάνεις νηί τε καὶ ἑτάροισι πολὺν χρόνον,speech
οὐδέ πω ἦλθες εἰς Ἰθάκην οὐδ’ εἶδες ἐνὶ μεγάροισι γυναῖκα,speech
ὣς ἔφατ’ αὐτὰρ ἐγώ μιν ἀμειβόμενος προσέειπον,speech
μῆτερ ἐμή χρειώ με κατήγαγεν εἰς Ἀίδαο ψυχῇ χρησόμενον Θηβαίου Τειρεσίαο,speech
οὐ γάρ πω σχεδὸν ἦλθον Ἀχαιΐδος οὐδέ πω ἁμῆς γῆς ἐπέβην ἀλλ’ αἰὲν ἔχων ἀλάλημαι ὀιζύν ἐξ οὗ τὰ πρώτισθ’ ἑπόμην Ἀγαμέμνονι δίῳ Ἴλιον εἰς ἐύπωλον ἵνα Τρώεσσι μαχοίμην,speech
ἀλλ’ ἄγε μοι τόδε εἰπὲ καὶ ἀτρεκέως κατάλεξον,speech
τίς νύ σε κὴρ ἐδάμασσε τανηλεγέος θανάτοιο,speech
ἦ δολιχὴ νοῦσος ἦ Ἄρτεμις ἰοχέαιρα οἷς ἀγανοῖς βελέεσσιν ἐποιχομένη κατέπεφνεν,speech
εἰπὲ δέ μοι πατρός τε καὶ υἱέος ὃν κατέλειπον ἢ ἔτι πὰρ κείνοισιν ἐμὸν γέρας ἦέ τις ἤδη ἀνδρῶν ἄλλος ἔχει ἐμὲ δ’ οὐκέτι φασὶ νέεσθαι,speech
εἰπὲ δέ μοι μνηστῆς ἀλόχου βουλήν τε νόον τε ἠὲ μένει παρὰ παιδὶ καὶ ἔμπεδα πάντα φυλάσσει ἦ ἤδη μιν ἔγημεν Ἀχαιῶν ὅς τις ἄριστος,speech
ὣς ἐφάμην ἡ δ’ αὐτίκ’ ἀμείβετο πότνια μήτηρ,speech
καὶ λίην κείνη γε μένει τετληότι θυμῷ σοῖσιν ἐνὶ μεγάροισιν,speech
ὀιζυραὶ δέ οἱ αἰεὶ φθίνουσιν νύκτες τε καὶ ἤματα δάκρυ χεούσῃ,speech
σὸν δ’ οὔ πώ τις ἔχει καλὸν γέρας ἀλλὰ ἕκηλος Τηλέμαχος τεμένεα νέμεται καὶ δαῖτας ἐίσας δαίνυται ἃς ἐπέοικε δικασπόλον ἄνδρ’ ἀλεγύνειν,speech
πάντες γὰρ καλέουσι,speech
πατὴρ δὲ σὸς αὐτόθι μίμνει ἀγρῷ οὐδὲ πόλινδε κατέρχεται,speech
οὐδέ οἱ εὐναὶ δέμνια καὶ χλαῖναι καὶ ῥήγεα σιγαλόεντα ἀλλ’ ὅ γε χεῖμα μὲν εὕδει ὅθι δμῶες ἐνὶ οἴκῳ ἐν κόνι ἄγχι πυρός κακὰ δὲ χροῒ εἵματα εἷται,speech
αὐτὰρ ἐπὴν ἔλθῃσι θέρος τεθαλυῖά τ’ ὀπώρη πάντῃ οἱ κατὰ γουνὸν ἀλωῆς οἰνοπέδοιο φύλλων κεκλιμένων χθαμαλαὶ βεβλήαται εὐναί,speech
ἔνθ’ ὅ γε κεῖτ’ ἀχέων μέγα δὲ φρεσὶ πένθος ἀέξει σὸν νόστον ποθέων χαλεπὸν δ’ ἐπὶ γῆρας ἱκάνει,speech
οὕτω γὰρ καὶ ἐγὼν ὀλόμην καὶ πότμον ἐπέσπον,speech
οὔτ’ ἐμέ γ’ ἐν μεγάροισιν ἐύσκοπος ἰοχέαιρα οἷς ἀγανοῖς βελέεσσιν ἐποιχομένη κατέπεφνεν οὔτε τις οὖν μοι νοῦσος ἐπήλυθεν ἥ τε μάλιστα τηκεδόνι στυγερῇ μελέων ἐξείλετο θυμόν,speech
ἀλλά με σός τε πόθος σά τε μήδεα φαίδιμ’ Ὀδυσσεῦ σή τ’ ἀγανοφροσύνη μελιηδέα θυμὸν ἀπηύρα,speech
ὣς ἔφατ’ αὐτὰρ ἐγώ γ’ ἔθελον φρεσὶ μερμηρίξας μητρὸς ἐμῆς ψυχὴν ἑλέειν κατατεθνηυίης,speech
τρὶς μὲν ἐφωρμήθην ἑλέειν τέ με θυμὸς ἀνώγει τρὶς δέ μοι ἐκ χειρῶν σκιῇ εἴκελον ἢ καὶ ὀνείρῳ ἔπτατ’,speech
ἐμοὶ δ’ ἄχος ὀξὺ γενέσκετο κηρόθι μᾶλλον καί μιν φωνήσας ἔπεα πτερόεντα προσηύδων,speech
μῆτερ ἐμή τί νύ μ’ οὐ μίμνεις ἑλέειν μεμαῶτα ὄφρα καὶ εἰν Ἀίδαο φίλας περὶ χεῖρε βαλόντε ἀμφοτέρω κρυεροῖο τεταρπώμεσθα γόοιο,speech
ἦ τί μοι εἴδωλον τόδ’ ἀγαυὴ Περσεφόνεια ὤτρυν’ ὄφρ’ ἔτι μᾶλλον ὀδυρόμενος στεναχίζω,speech
ὣς ἐφάμην ἡ δ’ αὐτίκ’ ἀμείβετο πότνια μήτηρ,speech
ὤ μοι τέκνον ἐμόν περὶ πάντων κάμμορε φωτῶν οὔ τί σε Περσεφόνεια Διὸς θυγάτηρ ἀπαφίσκει ἀλλ’ αὕτη δίκη ἐστὶ βροτῶν ὅτε τίς κε θάνῃσιν,speech
οὐ γὰρ ἔτι σάρκας τε καὶ ὀστέα ἶνες ἔχουσιν ἀλλὰ τὰ μέν τε πυρὸς κρατερὸν μένος αἰθομένοιο δαμνᾷ ἐπεί κε πρῶτα λίπῃ λεύκ’ ὀστέα θυμός ψυχὴ δ’ ἠύτ’ ὄνειρος ἀποπταμένη πεπότηται,speech
ἀλλὰ φόωσδε τάχιστα λιλαίεο,speech
ταῦτα δὲ πάντα ἴσθ’ ἵνα καὶ μετόπισθε τεῇ εἴπῃσθα γυναικί,speech
νῶι μὲν ὣς ἐπέεσσιν ἀμειβόμεθ’ αἱ δὲ γυναῖκες ἤλυθον ὤτρυνεν γὰρ ἀγαυὴ Περσεφόνεια ὅσσαι ἀριστήων ἄλοχοι ἔσαν ἠδὲ θύγατρες,speech
αἱ δ’ ἀμφ’ αἷμα κελαινὸν ἀολλέες ἠγερέθοντο αὐτὰρ ἐγὼ βούλευον ὅπως ἐρέοιμι ἑκάστην,speech
ἥδε δέ μοι κατὰ θυμὸν ἀρίστη φαίνετο βουλή,speech
σπασσάμενος τανύηκες ἄορ παχέος παρὰ μηροῦ οὐκ εἴων πίνειν ἅμα πάσας αἷμα κελαινόν,speech
αἱ δὲ προμνηστῖναι ἐπήισαν ἠδὲ ἑκάστη ὃν γόνον ἐξαγόρευεν,speech
ἐγὼ δ’ ἐρέεινον ἁπάσας,speech
ἔνθ’ ἦ τοι πρώτην Τυρὼ ἴδον εὐπατέρειαν ἣ φάτο Σαλμωνῆος ἀμύμονος ἔκγονος εἶναι φῆ δὲ Κρηθῆος γυνὴ ἔμμεναι Αἰολίδαο,speech
ἣ ποταμοῦ ἠράσσατ’ Ἐνιπῆος θείοιο ὃς πολὺ κάλλιστος ποταμῶν ἐπὶ γαῖαν ἵησι καί ῥ’ ἐπ’ Ἐνιπῆος πωλέσκετο καλὰ ῥέεθρα,speech
τῷ δ’ ἄρα εἰσάμενος γαιήοχος ἐννοσίγαιος ἐν προχοῇς ποταμοῦ παρελέξατο δινήεντος,speech
πορφύρεον δ’ ἄρα κῦμα περιστάθη οὔρεϊ ἶσον κυρτωθέν κρύψεν δὲ θεὸν θνητήν τε γυναῖκα,speech
λῦσε δὲ παρθενίην ζώνην κατὰ δ’ ὕπνον ἔχευεν,speech
αὐτὰρ ἐπεί ῥ’ ἐτέλεσσε θεὸς φιλοτήσια ἔργα ἔν τ’ ἄρα οἱ φῦ χειρί ἔπος τ’ ἔφατ’ ἔκ τ’ ὀνόμαζε,speech
χαῖρε γύναι φιλότητι,speech
περιπλομένου δ’ ἐνιαυτοῦ τέξεις ἀγλαὰ τέκνα ἐπεὶ οὐκ ἀποφώλιοι εὐναὶ ἀθανάτων,speech
σὺ δὲ τοὺς κομέειν ἀτιταλλέμεναί τε,speech
νῦν δ’ ἔρχευ πρὸς δῶμα καὶ ἴσχεο μηδ’ ὀνομήνῃς,speech
αὐτὰρ ἐγώ τοί εἰμι Ποσειδάων ἐνοσίχθων,speech
ὣς εἰπὼν ὑπὸ πόντον ἐδύσετο κυμαίνοντα,speech
ἡ δ’ ὑποκυσαμένη Πελίην τέκε καὶ Νηλῆα τὼ κρατερὼ θεράποντε Διὸς μεγάλοιο γενέσθην ἀμφοτέρω,speech
Πελίης μὲν ἐν εὐρυχόρῳ Ἰαωλκῷ ναῖε πολύρρηνος ὁ δ’ ἄρ’ ἐν Πύλῳ ἠμαθόεντι,speech
τοὺς δ’ ἑτέρους Κρηθῆι τέκεν βασίλεια γυναικῶν Αἴσονά τ’ ἠδὲ Φέρητ’ Ἀμυθάονά θ’ ἱππιοχάρμην,speech
τὴν δὲ μετ’ Ἀντιόπην ἴδον Ἀσωποῖο θύγατρα ἣ δὴ καὶ Διὸς εὔχετ’ ἐν ἀγκοίνῃσιν ἰαῦσαι καί ῥ’ ἔτεκεν δύο παῖδ’ Ἀμφίονά τε Ζῆθόν τε οἳ πρῶτοι Θήβης ἕδος ἔκτισαν ἑπταπύλοιο πύργωσάν τ’ ἐπεὶ οὐ μὲν ἀπύργωτόν γ’ ἐδύναντο ναιέμεν εὐρύχορον Θήβην κρατερώ περ ἐόντε,speech
